LotArea,LotFrontage,MSSubClass,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,TotRmsAbvGrd,GarageArea,ExterQual,ExterCond,BsmtQual,BsmtCond,GarageQual,GarageCond,HeatingQC,KitchenQual,SalePrice
9375.0,0.0,60.0,7.0,5.0,1997.0,1057.0,2034.0,3.0,2,8.0,645.0,1,1,2,1,1,1,3,2,219500
9591.0,76.0,60.0,8.0,5.0,2004.0,1143.0,2473.0,4.0,2,9.0,852.0,2,1,3,1,1,1,3,2,317000
17673.5,0.0,20.0,7.0,5.0,1970.0,1947.0,2207.0,3.0,2,7.0,576.0,1,1,2,1,1,1,1,1,180000
10665.0,72.0,20.0,7.0,5.0,2003.0,1453.0,1479.0,3.0,2,7.0,558.0,2,1,2,1,1,1,3,2,226000
4608.0,47.0,30.0,4.0,6.0,1945.0,747.0,747.0,2.0,1,4.0,220.0,1,2,1,1,1,1,1,1,80000
15593.0,81.0,50.0,7.0,4.0,1953.0,1304.0,2287.0,3.0,2,7.0,667.0,2,1,1,1,1,1,1,1,225000
13651.0,95.0,20.0,7.0,6.0,1973.0,2052.0,2223.0,3.0,2,8.0,516.0,1,2,2,1,1,1,3,1,244000
7599.0,69.0,20.0,4.0,6.0,1982.0,845.0,845.0,2.0,1,4.0,360.0,1,1,1,1,1,1,1,1,129500
10141.0,74.0,60.0,7.0,5.0,1998.0,832.0,1718.0,3.0,2,7.0,427.0,1,1,2,1,1,1,2,1,185000
10200.0,85.0,20.0,5.0,7.0,1954.0,1086.0,1086.0,3.0,1,6.0,490.0,1,1,1,1,1,1,2,1,144900
5790.0,60.0,50.0,3.0,6.0,1915.0,840.0,1605.0,3.0,2,8.0,379.0,2,2,0,1,1,1,2,1,107400
1596.0,21.0,145.0,4.0,5.0,1973.0,462.0,988.0,2.0,1,5.0,297.0,1,1,2,1,1,1,1,1,91000
8475.0,0.0,20.0,4.0,7.0,1956.0,952.0,952.0,2.0,1,4.0,283.0,1,1,1,1,1,1,3,1,135750
8635.0,50.0,50.0,5.0,5.0,1948.0,672.0,1285.0,2.0,1,6.0,240.0,1,1,1,1,1,1,1,1,127000
10778.0,72.0,90.0,4.0,5.0,1968.0,1768.0,1768.0,4.0,2,8.0,0.0,1,1,1,1,-2,-2,1,1,136500
10440.0,60.0,50.0,5.0,6.0,1910.0,440.0,1230.0,2.0,1,5.0,440.0,1,1,1,1,1,1,2,1,110000
13000.0,100.0,60.0,6.0,6.0,1968.0,896.0,2142.0,4.0,2,8.0,509.0,1,2,2,1,1,1,1,2,193500
4500.0,32.0,120.0,6.0,5.0,1998.0,1237.0,1337.0,2.0,2,5.0,405.0,1,2,3,2,1,1,3,1,153500
10206.0,78.0,20.0,8.0,5.0,2007.0,1563.0,1563.0,3.0,2,6.0,758.0,1,1,2,1,1,1,3,2,245000
8892.0,80.0,20.0,5.0,5.0,1960.0,1065.0,1065.0,3.0,1,6.0,461.0,1,1,1,1,1,1,2,1,126500
8530.0,0.0,80.0,7.0,5.0,1995.0,384.0,1474.0,3.0,2,7.0,400.0,1,1,2,1,1,1,2,1,168500
16059.0,121.0,60.0,8.0,5.0,1991.0,1288.0,2417.0,4.0,2,9.0,462.0,2,1,2,1,1,1,3,2,260000
11911.0,122.0,60.0,6.0,5.0,2005.0,684.0,1560.0,3.0,2,6.0,400.0,2,1,2,1,1,1,3,2,174000
3951.0,40.0,145.0,6.0,5.0,2009.0,612.0,1224.0,2.0,2,4.0,528.0,2,1,2,1,1,1,3,2,164500
8470.0,105.0,50.0,3.0,3.5,1915.0,1013.0,1526.0,2.0,1,6.0,0.0,0,0,1,0,-2,-2,1,0,85000
8070.0,60.0,20.0,4.0,5.0,1994.0,990.0,990.0,3.0,1,5.0,0.0,1,1,2,1,-2,-2,3,1,123600
7200.0,60.0,20.0,4.0,5.0,1950.0,42.0,1040.0,2.0,1,4.0,420.0,1,1,-2,-2,1,1,1,1,109900
8500.0,85.0,20.0,5.0,3.5,1961.0,1235.0,1235.0,2.0,1,6.0,480.0,1,1,1,1,1,1,1,1,98600
13360.0,80.0,30.0,5.0,7.0,1921.0,876.0,964.0,2.0,1,5.0,432.0,1,2,2,1,1,1,3,1,163500
7200.0,60.0,145.0,6.0,6.0,1910.0,1214.0,2291.0,4.0,2,9.0,506.0,1,1,1,0,1,1,3,1,133900
9337.0,69.0,60.0,6.0,5.0,1997.0,824.0,1786.0,3.0,2,7.0,684.0,1,2,2,1,1,1,3,2,204750
9765.0,0.0,60.0,6.0,7.5,1993.0,680.0,1470.0,3.0,2,6.0,420.0,3,2,2,2,1,1,2,1,185000
10264.0,78.0,20.0,7.0,5.0,1999.0,1588.0,1588.0,3.0,2,6.0,472.0,2,1,2,1,1,1,3,2,214000
10921.0,73.0,20.0,4.0,5.0,1965.0,960.0,960.0,3.0,1,6.0,432.0,1,1,1,1,1,1,1,1,94750
10625.0,85.0,30.0,5.0,5.0,1920.0,458.0,835.0,2.0,1,5.0,366.0,1,1,1,1,0,1,0,1,83000
9320.0,77.0,20.0,4.0,5.0,1959.0,950.0,1225.0,3.0,1,6.0,0.0,1,1,1,1,-2,-2,0,1,128950
10603.0,0.0,20.0,6.0,7.0,1977.0,1610.0,1610.0,3.0,2,6.0,480.0,1,1,1,1,1,1,2,2,205000
9206.0,77.0,60.0,6.0,5.0,1985.0,741.0,1732.0,3.0,2,7.0,476.0,2,1,2,1,1,1,1,2,178000
7018.0,64.0,90.0,5.0,5.0,1979.0,42.0,1535.0,4.0,2,8.0,410.0,1,0,-2,-2,1,1,1,1,118964
10402.0,94.0,20.0,7.0,5.0,2009.0,1226.0,1226.0,3.0,2,6.0,740.0,1,1,2,1,1,1,3,2,198900
7758.0,0.0,50.0,7.0,4.0,1931.0,1040.0,1818.0,4.0,1,7.0,240.0,1,0,1,1,1,1,3,1,169500
9375.0,75.0,60.0,8.0,5.0,2003.0,1053.0,1992.0,3.0,2,9.0,648.0,2,1,3,1,1,1,3,2,250000
10800.0,60.0,30.0,4.0,7.0,1885.0,641.0,1047.0,2.0,1,6.0,273.0,1,1,0,1,0,0,2,1,100000
6000.0,50.0,20.0,5.0,5.0,1948.0,789.0,789.0,2.0,1,5.0,250.0,1,1,1,1,1,1,3,1,115000
8500.0,85.0,50.0,5.0,7.0,1919.0,793.0,1517.0,3.0,2,7.0,0.0,1,1,1,1,-2,-2,1,0,115000
11751.0,105.0,20.0,6.0,6.0,1977.0,1844.0,1844.0,3.0,2,7.0,546.0,1,1,2,1,1,1,3,1,190000
9525.0,75.0,50.0,6.0,4.0,1954.0,994.0,1855.0,4.0,2,7.0,325.0,1,1,1,0,1,1,2,1,136900
7750.0,0.0,80.0,7.0,5.0,2000.0,384.0,1430.0,3.0,2,7.0,400.0,1,1,2,1,1,1,3,1,180000
9965.0,77.0,60.0,7.0,5.0,2007.0,1264.0,2696.0,4.0,2,10.0,792.0,2,1,3,1,1,1,3,3,383970
17673.5,0.0,20.0,6.0,5.0,1953.0,1809.0,2259.0,3.0,2,7.0,450.0,1,2,2,1,1,1,1,2,217000
7259.0,61.0,70.0,6.0,7.5,1945.0,1028.0,2320.0,3.0,2,9.0,180.0,1,1,1,1,1,1,3,2,259500
3230.0,34.0,145.0,6.0,5.0,1999.0,729.0,1458.0,2.0,2,5.0,440.0,1,1,2,1,1,1,2,1,176000
11616.0,0.0,20.0,5.0,5.0,1962.0,1092.0,1092.0,3.0,1,6.0,288.0,1,1,1,1,1,1,1,1,139000
8536.0,74.0,20.0,5.0,5.0,2006.0,1125.0,1125.0,2.0,1,5.0,430.0,1,1,2,1,1,1,2,1,155000
12376.0,90.0,60.0,7.0,5.0,1990.0,1673.0,2747.625,4.5,3,10.0,594.0,1,1,2,1,1,1,2,2,320000
8461.0,65.0,60.0,6.0,5.0,2005.0,728.0,1456.0,3.0,2,8.0,390.0,2,1,2,1,1,1,3,2,163990
17673.5,0.0,80.0,6.0,5.0,1969.0,938.0,988.0,1.0,1,4.0,540.0,1,1,1,1,1,1,3,1,180000
6060.0,50.0,50.0,4.0,5.0,1939.0,732.0,1123.0,3.0,1,4.0,264.0,1,1,1,1,1,1,2,1,100000
9464.0,75.0,20.0,6.0,7.0,1958.0,1080.0,1080.0,3.0,1,5.0,288.0,1,2,1,1,1,1,2,1,136000
7892.0,55.0,120.0,6.0,5.0,1993.0,1199.0,1199.0,2.0,2,5.0,530.0,2,1,2,1,1,1,3,2,153900
17043.0,48.0,20.0,6.0,5.0,1979.0,1362.0,1586.0,3.0,2,7.0,435.0,1,2,2,0,1,1,1,1,181000
6780.0,60.0,145.0,6.0,7.5,1935.0,520.0,754.0,2.0,1,5.0,0.0,1,0,1,1,-2,-2,2,1,84500
4928.0,0.0,120.0,6.0,5.0,1976.0,1078.0,958.0,2.0,2,5.0,440.0,1,1,2,1,1,1,1,1,128000
4388.0,55.0,45.0,5.0,7.0,1930.0,672.0,840.0,3.0,1,5.0,0.0,1,2,1,1,-2,-2,3,1,87000
7590.0,69.0,60.0,6.0,5.0,1966.0,660.0,1348.0,3.0,1,6.0,453.0,1,1,1,1,1,1,1,1,155000
8973.0,69.0,20.0,5.0,7.0,1958.0,1008.0,1053.0,3.0,1,6.0,750.0,1,1,1,1,1,1,1,3,150000
14200.0,88.0,60.0,7.0,6.0,1966.0,924.0,2157.0,4.0,2,8.0,487.0,1,1,1,1,1,1,3,2,226000
12224.0,0.0,60.0,6.0,5.0,2000.0,992.0,2054.0,3.0,2,7.0,390.0,2,1,2,1,1,1,3,2,244000
7388.0,75.0,20.0,5.0,6.0,1959.0,1063.0,1327.0,3.0,1,7.0,624.0,1,1,1,1,1,1,2,2,150750
6853.0,0.0,20.0,8.0,5.0,2001.0,1267.0,1296.0,2.0,2,6.0,471.0,2,1,3,1,1,1,3,2,220000
10335.0,78.0,20.0,5.0,6.0,1968.0,1461.0,1721.0,3.0,2,7.0,440.0,1,1,1,1,1,1,2,1,180000
10400.0,80.0,20.0,7.0,6.0,1970.0,1304.0,1682.0,3.0,2,7.0,530.0,1,1,1,1,1,1,2,1,174000
10355.0,0.0,20.0,5.0,5.0,1967.0,1214.0,1214.0,3.0,2,5.0,318.0,1,1,1,1,1,1,1,1,143000
11070.0,82.0,90.0,7.0,5.0,1988.0,1907.0,1959.0,4.5,3,9.0,766.0,1,1,1,1,1,1,2,1,171000
9066.0,73.0,60.0,8.0,5.0,1999.0,1004.0,1852.0,3.0,2,7.0,660.0,2,1,2,1,1,1,3,2,230000
15426.0,65.0,60.0,6.0,5.0,1997.0,928.0,1764.0,3.0,2,7.0,470.0,1,1,2,1,1,1,3,2,231500
10500.0,70.0,20.0,4.0,5.0,1971.0,864.0,864.0,3.0,1,5.0,0.0,1,1,1,1,-2,-2,1,1,115000
11645.0,78.0,20.0,7.0,5.0,2005.0,1734.0,1734.0,3.0,2,7.0,660.0,2,1,2,1,1,1,3,2,260000
8520.0,71.0,50.0,5.0,4.0,1952.0,910.0,1385.0,4.0,2,6.0,720.0,1,0,1,1,1,1,0,1,166000
10335.0,78.0,20.0,7.0,5.0,1999.0,1490.0,1501.0,3.0,2,6.0,577.0,2,1,2,1,1,1,3,2,204000
9100.0,70.0,90.0,5.0,5.0,1963.0,1728.0,1728.0,4.5,2,10.0,504.0,1,1,1,1,1,1,1,1,125000
2522.0,24.0,145.0,6.0,5.0,2004.0,970.0,1709.0,3.0,2,7.0,380.0,2,1,2,1,1,1,3,2,130000
6120.0,51.0,30.0,5.0,7.0,1931.0,715.0,875.0,2.0,1,5.0,180.0,1,1,1,1,0,1,1,1,105000
9505.0,0.0,60.0,7.0,5.0,2001.0,884.0,2035.0,3.0,2,8.0,434.0,2,1,2,1,1,1,3,2,222500
7500.0,63.0,20.0,7.0,5.0,2004.0,1080.0,1080.0,3.0,1,6.0,0.0,1,1,2,1,-2,-2,3,2,141000
6240.0,0.0,50.0,5.0,4.0,1936.0,896.0,1344.0,3.0,1,7.0,240.0,1,1,2,1,0,1,2,1,115000
10356.0,120.0,20.0,5.0,6.0,1975.0,969.0,969.0,3.0,1,5.0,440.0,1,1,1,1,1,1,1,1,122000
13891.0,107.0,20.0,8.0,5.0,2007.0,1710.0,1710.0,2.0,2,6.0,866.0,2,1,3,1,1,1,3,2,372402
14803.0,0.0,60.0,6.0,5.0,1971.0,825.0,1993.0,4.0,2,8.0,495.0,1,1,1,1,1,1,2,1,190000
13500.0,0.0,20.0,6.0,7.0,1960.0,1602.0,1252.0,1.0,1,4.0,564.0,1,1,2,1,1,1,2,1,235000
11340.0,84.0,30.0,6.0,5.0,1923.0,1200.0,1200.0,4.0,1,7.0,312.0,1,1,1,1,0,0,1,1,125000
9600.0,60.0,50.0,6.0,5.0,1924.0,572.0,1096.0,2.0,1,5.0,0.0,1,1,1,1,-2,-2,0,1,79000
7200.0,60.0,20.0,5.0,7.0,1950.0,42.0,1040.0,2.0,1,5.0,625.0,1,1,-2,-2,1,1,1,1,109500
12003.0,92.0,60.0,8.0,5.0,2009.0,774.0,1968.0,4.0,2,8.0,680.0,2,1,3,1,1,1,3,3,269500
12552.0,100.0,60.0,7.0,5.0,2004.0,991.0,1947.0,3.0,2,8.0,678.0,2,1,2,1,1,1,3,2,254900
17673.5,134.0,60.0,7.0,5.0,2005.0,1392.0,2462.0,4.0,2,9.0,576.0,2,1,2,1,1,1,3,2,320000
11120.0,0.0,20.0,6.0,6.0,1984.0,1232.0,1232.0,3.0,2,6.0,516.0,1,1,2,1,1,1,1,1,162500
13688.0,110.0,60.0,9.0,5.0,2003.0,1572.0,2668.0,3.0,2,10.0,726.0,2,1,3,1,1,1,3,3,412500
12182.0,95.0,20.0,7.0,5.0,2005.0,1541.0,1541.0,3.0,2,7.0,532.0,2,1,2,1,1,1,3,2,220000
5500.0,55.0,45.0,4.0,6.0,1956.0,882.0,882.0,1.0,1,4.0,0.0,1,1,1,1,-2,-2,3,1,103200
5400.0,40.0,40.0,6.0,7.0,1926.0,1149.0,1616.0,3.0,2,5.0,216.0,1,2,1,1,1,1,2,2,152000
10106.0,62.0,145.0,5.0,7.0,1940.0,644.0,1355.0,4.0,2,6.0,0.0,1,2,1,1,-2,-2,2,1,127500
10708.0,0.0,20.0,5.0,5.0,1955.0,1617.0,1867.0,2.0,1,7.0,303.0,2,1,1,1,1,1,3,1,190000
10562.0,86.0,60.0,8.0,5.0,2007.0,1582.0,2161.0,3.0,1,8.0,789.0,2,1,3,1,1,1,3,3,325624
8244.0,62.0,60.0,7.0,5.0,2004.0,840.0,1720.0,3.0,2,7.0,440.0,2,1,2,1,1,1,3,2,183500
16669.0,0.0,20.0,8.0,6.0,1981.0,1686.0,1707.0,2.0,2,6.0,511.0,2,1,2,1,1,1,1,1,228000
12358.0,0.0,50.0,5.0,6.0,1941.0,720.0,1382.0,2.0,1,7.0,660.0,1,1,1,1,1,1,1,1,128500
17673.5,134.5,20.0,6.0,5.0,1960.0,1080.0,1656.0,3.0,1,7.0,528.0,1,1,1,2,1,1,0,1,215000
5306.0,44.0,145.0,7.0,7.0,1987.0,1064.0,1767.0,2.0,2,5.0,504.0,2,2,2,2,2,1,2,2,239000
10197.0,80.0,20.0,6.0,5.0,1961.0,1362.0,1362.0,3.0,1,6.0,504.0,1,1,1,1,1,1,1,1,163000
12416.0,47.0,20.0,6.0,5.0,1986.0,1606.0,1651.0,3.0,2,7.0,616.0,1,1,2,0,1,1,1,1,184000
12615.0,84.0,20.0,6.0,7.0,1950.0,1202.0,2158.0,4.0,2,7.0,576.0,1,1,1,2,1,1,1,2,243000
10029.0,97.0,60.0,6.0,5.0,1988.0,1151.0,2060.0,4.0,2,8.0,521.0,2,1,2,1,1,1,1,1,211000
13650.0,0.0,50.0,5.0,5.0,1958.0,1052.0,1920.0,4.0,2,8.0,451.0,2,2,1,1,1,1,3,2,172500
17423.0,63.0,20.0,9.0,5.0,2008.0,2052.0,2234.0,1.0,2,9.0,938.25,3,1,3,1,1,1,3,3,501837
8520.0,60.0,30.0,5.0,6.0,1923.0,968.0,968.0,2.0,1,5.0,480.0,2,1,1,1,0,1,1,1,100000
2117.0,0.0,145.0,6.0,5.0,2000.0,756.0,1525.0,3.0,2,5.0,440.0,2,1,2,1,1,1,3,2,177000
7588.0,54.0,70.0,7.0,6.0,1920.0,793.0,1802.0,4.0,1,9.0,216.0,1,1,0,1,0,1,2,1,200100
9060.0,60.0,20.0,5.0,6.0,1957.0,42.0,1340.0,3.0,1,7.0,252.0,1,1,-2,-2,1,1,3,1,120000
11426.0,63.0,50.0,7.0,5.0,2003.0,1362.0,2082.0,3.0,2,6.0,484.0,1,1,2,1,1,1,3,2,200000
7438.0,92.0,50.0,5.0,7.5,1908.0,504.0,1252.0,3.0,1,5.0,576.0,1,1,0,1,1,1,2,1,127000
17673.5,90.0,75.0,10.0,7.5,1892.0,1107.0,2747.625,4.0,2,10.0,840.0,2,2,1,1,3,1,3,3,475000
9947.0,0.0,80.0,7.0,5.0,1990.0,1188.0,1217.0,3.0,2,6.0,497.0,1,1,2,1,1,1,3,2,173000
10410.0,60.0,50.0,5.0,7.0,1916.0,660.0,1656.0,3.0,2,8.0,180.0,1,1,0,1,0,0,3,1,135000
7018.0,64.0,90.0,5.0,5.0,1979.0,1086.0,1224.0,2.0,0,6.0,528.0,1,1,2,1,1,1,1,1,153337
4923.0,41.0,120.0,8.0,5.0,2001.0,1593.0,1593.0,0.5,1,5.0,682.0,2,1,3,1,1,1,3,3,286000
10570.0,70.0,70.0,8.0,7.5,1932.0,853.0,2727.0,3.0,2,10.0,440.0,2,1,2,2,1,1,1,2,315000
7472.0,0.0,60.0,7.0,7.5,1972.0,725.0,1479.0,4.0,1,7.0,484.0,1,1,1,1,1,1,2,2,184000
9017.0,68.0,20.0,7.0,5.0,1999.0,1431.0,1431.0,3.0,2,6.0,666.0,2,1,2,1,1,1,3,2,192000
2522.0,24.0,145.0,7.0,5.0,2004.0,970.0,1709.0,3.0,2,7.0,380.0,2,1,2,1,1,1,3,2,130000
7180.0,60.0,20.0,5.0,7.0,1972.0,864.0,864.0,3.0,1,5.0,352.0,1,1,1,1,1,1,1,1,127000
2280.0,24.0,145.0,6.0,6.0,1976.0,855.0,1456.0,3.0,2,7.0,440.0,1,1,2,1,1,1,1,1,148500
9416.0,79.0,20.0,7.0,5.0,2007.0,1726.0,1726.0,3.0,2,8.0,786.0,3,1,3,1,1,1,3,3,311872
17673.5,134.5,75.0,8.0,4.0,1918.0,1360.0,2747.625,4.0,2,8.0,795.0,2,2,1,1,1,1,2,2,235000
5520.0,92.0,75.0,6.0,6.0,1912.0,755.0,2229.0,4.5,1,8.0,0.0,1,1,1,1,-2,-2,3,1,104000
